"","age_group","lower.Q1","median","upper.Q3","Gender"
"1","15-24",0.00208632955042224,0.00288109747919294,0.00392900189504712,"Men"
"2","25-39",0.00429332661877282,0.00564584654627162,0.00692732046882255,"Men"
"3","40-49",0.00150973424282329,0.00196602768842912,0.00251540799132255,"Men"
"4","15-24",0.00776107453829745,0.00913877052230372,0.0109044714068309,"Women"
"5","25-39",0.000407093672279205,0.000632293372348084,0.000920816617327993,"Women"
"6","40-49",0,0,0.00013574477755919,"Women"
